Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-19,32.4900016784668,34.0,29.850000381469727,30.799999237060547,4806300,0,0
2020-06-22,31.350000381469727,33.0,30.239999771118164,32.9900016784668,490600,0,0
2020-06-23,33.0,33.5,32.0099983215332,32.95000076293945,472600,0,0
2020-06-24,32.5,32.970001220703125,31.25,32.900001525878906,574900,0,0
2020-06-25,32.900001525878906,33.119998931884766,32.29999923706055,32.599998474121094,183900,0,0
2020-06-26,32.95000076293945,32.95000076293945,31.5,32.29999923706055,400600,0,0
2020-06-29,32.060001373291016,32.599998474121094,30.7549991607666,31.25,159600,0,0
2020-06-30,31.239999771118164,31.639999389648438,30.5,31.020000457763672,173500,0,0
2020-07-01,30.93000030517578,31.149999618530273,29.18000030517578,29.690000534057617,148200,0,0
2020-07-02,29.65999984741211,30.5,28.200000762939453,29.139999389648438,151900,0,0
2020-07-06,29.709999084472656,30.040000915527344,29.139999389648438,29.739999771118164,90200,0,0
2020-07-07,29.850000381469727,29.850000381469727,26.0,27.5,186600,0,0
2020-07-08,27.5,28.3799991607666,27.014999389648438,28.079999923706055,115300,0,0
2020-07-09,28.0,28.0,25.010000228881836,26.260000228881836,274800,0,0
2020-07-10,25.84000015258789,26.100000381469727,25.049999237060547,25.149999618530273,169200,0,0
2020-07-13,25.15999984741211,25.799999237060547,23.700000762939453,24.010000228881836,205800,0,0
2020-07-14,23.709999084472656,24.420000076293945,22.7549991607666,23.209999084472656,258400,0,0
2020-07-15,24.510000228881836,25.209999084472656,22.1299991607666,22.520000457763672,396800,0,0
2020-07-16,22.600000381469727,23.479999542236328,22.0,22.790000915527344,176700,0,0
2020-07-17,23.0,23.482999801635742,22.200000762939453,22.899999618530273,107600,0,0
2020-07-20,23.329999923706055,23.75,22.5,23.09000015258789,305200,0,0
2020-07-21,23.489999771118164,23.85700035095215,22.739999771118164,23.010000228881836,55400,0,0
2020-07-22,23.020000457763672,23.200000762939453,22.405000686645508,22.5,45500,0,0
2020-07-23,22.40999984741211,23.270000457763672,22.110000610351562,22.360000610351562,22700,0,0
2020-07-24,22.700000762939453,22.700000762939453,21.549999237060547,21.549999237060547,274500,0,0
2020-07-27,21.639999389648438,22.239999771118164,21.450000762939453,21.75,59300,0,0
2020-07-28,21.6299991607666,22.93000030517578,21.6299991607666,22.739999771118164,52400,0,0
2020-07-29,22.899999618530273,24.56999969482422,22.899999618530273,24.56999969482422,70700,0,0
2020-07-30,24.5,25.100000381469727,23.520000457763672,23.889999389648438,26600,0,0
2020-07-31,23.780000686645508,24.413000106811523,23.75,23.860000610351562,37000,0,0
2020-08-03,23.860000610351562,24.950000762939453,23.34000015258789,23.979999542236328,31600,0,0
2020-08-04,23.979999542236328,24.989999771118164,23.979999542236328,24.079999923706055,36800,0,0
2020-08-05,24.100000381469727,24.68000030517578,24.040000915527344,24.329999923706055,19600,0,0
2020-08-06,24.167999267578125,24.93000030517578,24.0,24.040000915527344,16400,0,0
2020-08-07,24.100000381469727,24.799999237060547,24.100000381469727,24.719999313354492,161900,0,0
2020-08-10,24.760000228881836,25.729999542236328,24.760000228881836,25.299999237060547,24800,0,0
2020-08-11,25.540000915527344,25.540000915527344,23.959999084472656,23.959999084472656,12900,0,0
2020-08-12,23.959999084472656,23.959999084472656,22.700000762939453,23.280000686645508,143600,0,0
2020-08-13,23.280000686645508,24.059999465942383,22.88800048828125,24.059999465942383,64000,0,0
2020-08-14,23.639999389648438,24.1200008392334,22.950000762939453,23.889999389648438,30900,0,0
2020-08-17,24.079999923706055,26.229999542236328,22.75,25.649999618530273,97500,0,0
2020-08-18,25.658000946044922,25.658000946044922,24.610000610351562,24.809999465942383,14100,0,0
2020-08-19,24.40999984741211,25.860000610351562,24.40999984741211,24.920000076293945,16700,0,0
2020-08-20,25.520000457763672,25.600000381469727,24.860000610351562,25.600000381469727,11000,0,0
2020-08-21,25.520000457763672,26.030000686645508,24.864999771118164,24.920000076293945,13200,0,0
2020-08-24,24.5,25.0,23.635000228881836,23.989999771118164,22300,0,0
2020-08-25,23.940000534057617,24.4060001373291,23.231000900268555,23.719999313354492,45100,0,0
2020-08-26,23.799999237060547,24.475000381469727,23.700000762939453,24.34000015258789,6400,0,0
2020-08-27,24.25,24.25,23.260000228881836,23.56999969482422,10500,0,0
2020-08-28,23.399999618530273,24.440000534057617,23.399999618530273,24.020000457763672,10000,0,0
2020-08-31,24.260000228881836,24.959999084472656,23.920000076293945,24.739999771118164,9000,0,0
2020-09-01,24.329999923706055,25.822999954223633,23.844999313354492,25.149999618530273,44400,0,0
2020-09-02,25.56999969482422,30.770000457763672,24.05299949645996,29.049999237060547,75400,0,0
2020-09-03,29.299999237060547,30.079999923706055,26.510000228881836,28.670000076293945,45800,0,0
2020-09-04,29.0,29.0,26.829999923706055,27.100000381469727,10100,0,0
2020-09-08,27.149999618530273,29.600000381469727,26.5,27.600000381469727,35500,0,0
2020-09-09,27.479999542236328,32.74599838256836,26.639999389648438,29.139999389648438,51300,0,0
2020-09-10,29.139999389648438,33.5,27.399999618530273,28.440000534057617,64700,0,0
2020-09-11,28.440000534057617,32.79999923706055,28.3700008392334,30.020000457763672,32600,0,0
2020-09-14,30.34000015258789,33.31999969482422,29.187999725341797,32.86000061035156,50800,0,0
2020-09-15,32.900001525878906,36.66999816894531,31.899999618530273,32.63999938964844,126300,0,0
2020-09-16,32.400001525878906,35.599998474121094,32.0,33.290000915527344,34100,0,0
2020-09-17,33.209999084472656,35.310001373291016,32.20000076293945,33.91999816894531,17900,0,0
2020-09-18,33.54999923706055,34.95000076293945,32.5099983215332,32.9900016784668,43000,0,0
2020-09-21,32.40999984741211,33.0359992980957,30.219999313354492,30.59000015258789,42900,0,0
2020-09-22,31.309999465942383,33.0099983215332,29.729999542236328,33.0099983215332,43300,0,0
2020-09-23,31.799999237060547,33.349998474121094,29.010000228881836,32.66999816894531,38400,0,0
2020-09-24,31.549999237060547,32.90999984741211,29.979999542236328,30.139999389648438,28100,0,0
2020-09-25,30.719999313354492,33.290000915527344,29.219999313354492,31.049999237060547,36100,0,0
2020-09-28,31.200000762939453,32.91400146484375,31.200000762939453,31.829999923706055,10900,0,0
2020-09-29,32.0,33.0,31.299999237060547,31.68000030517578,12100,0,0
2020-09-30,31.280000686645508,32.19499969482422,30.350000381469727,30.770000457763672,50500,0,0
2020-10-01,31.344999313354492,31.579999923706055,29.639999389648438,29.649999618530273,61000,0,0
2020-10-02,29.43899917602539,31.020000457763672,26.559999465942383,30.0,62100,0,0
2020-10-05,29.520000457763672,30.200000762939453,26.871000289916992,27.299999237060547,50100,0,0
2020-10-06,27.280000686645508,28.871000289916992,25.450000762939453,25.530000686645508,42100,0,0
2020-10-07,25.489999771118164,26.799999237060547,24.3799991607666,24.93000030517578,42700,0,0
2020-10-08,24.809999465942383,26.5,24.809999465942383,25.260000228881836,32100,0,0
2020-10-09,25.010000228881836,28.0,22.709999084472656,24.559999465942383,163600,0,0
2020-10-12,24.770000457763672,26.190000534057617,23.049999237060547,23.790000915527344,124700,0,0
2020-10-13,24.797000885009766,24.969999313354492,21.760000228881836,23.420000076293945,209800,0,0
2020-10-14,23.690000534057617,26.700000762939453,23.690000534057617,25.34000015258789,85100,0,0
2020-10-15,25.440000534057617,26.690000534057617,23.600000381469727,24.389999389648438,43600,0,0
2020-10-16,24.219999313354492,26.979999542236328,23.90999984741211,25.270000457763672,55100,0,0
2020-10-19,25.93000030517578,27.670000076293945,24.059999465942383,25.0,53200,0,0
2020-10-20,24.8799991607666,25.625,23.190000534057617,24.260000228881836,67400,0,0
2020-10-21,24.559999465942383,25.260000228881836,23.75,24.219999313354492,359600,0,0
2020-10-22,25.0,28.8799991607666,25.0,27.030000686645508,200800,0,0
2020-10-23,27.5,29.950000762939453,26.81999969482422,27.479999542236328,150000,0,0
2020-10-26,27.5,27.889999389648438,26.280000686645508,26.6299991607666,61200,0,0
2020-10-27,26.959999084472656,27.59000015258789,26.1299991607666,26.299999237060547,54300,0,0
2020-10-28,26.010000228881836,26.6299991607666,25.290000915527344,25.290000915527344,92300,0,0
2020-10-29,25.700000762939453,27.381000518798828,23.579999923706055,25.989999771118164,324500,0,0
2020-10-30,26.049999237060547,27.360000610351562,25.709999084472656,27.030000686645508,95300,0,0
2020-11-02,27.450000762939453,28.0,25.270000457763672,26.299999237060547,78300,0,0
2020-11-03,26.520000457763672,27.34000015258789,26.170000076293945,27.34000015258789,23200,0,0
2020-11-04,27.1200008392334,28.700000762939453,27.110000610351562,27.75,69500,0,0
2020-11-05,28.530000686645508,28.8700008392334,27.0,28.639999389648438,49000,0,0
2020-11-06,28.6200008392334,29.100000381469727,27.81999969482422,27.829999923706055,38200,0,0
2020-11-09,28.3700008392334,29.719999313354492,27.020000457763672,28.68000030517578,66800,0,0
2020-11-10,28.389999389648438,28.479999542236328,27.059999465942383,28.15999984741211,51100,0,0
2020-11-11,28.15999984741211,28.229999542236328,27.280000686645508,27.739999771118164,63600,0,0
2020-11-12,29.0,29.0,26.815000534057617,27.5,78700,0,0
2020-11-13,27.6299991607666,28.809999465942383,27.6299991607666,28.079999923706055,74100,0,0
2020-11-16,28.489999771118164,29.520000457763672,27.530000686645508,27.799999237060547,50300,0,0
2020-11-17,27.5,28.020000457763672,27.1299991607666,27.850000381469727,77200,0,0
2020-11-18,27.989999771118164,28.0,27.614999771118164,27.790000915527344,51500,0,0
