Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-14,375.0,600.0,375.0,480.0,47,0,0.0
2013-01-15,480.0,495.0,480.0,495.0,17,0,0.0
2013-01-16,495.0,495.0,495.0,495.0,0,0,0.0
2013-01-17,480.0,480.0,420.0,465.0,37,0,0.0
2013-01-18,495.0,537.0,495.0,510.0,39,0,0.0
2013-01-22,660.0,660.0,600.0,600.0,14,0,0.0
2013-01-23,606.0,750.0,606.0,675.0,15,0,0.0
2013-01-24,675.0,750.0,675.0,750.0,1,0,0.0
2013-01-25,750.0,750.0,675.0,675.0,12,0,0.0
2013-01-28,675.0,675.0,675.0,675.0,0,0,0.0
2013-01-29,600.0,600.0,600.0,600.0,8,0,0.0
2013-01-30,600.0,600.0,600.0,600.0,0,0,0.0
2013-01-31,600.0,600.0,600.0,600.0,1,0,0.0
2013-02-01,600.0,600.0,600.0,600.0,0,0,0.0
2013-02-04,600.0,600.0,600.0,600.0,0,0,0.0
2013-02-05,600.0,600.0,600.0,600.0,0,0,0.0
2013-02-06,660.0,660.0,660.0,660.0,1,0,0.0
2013-02-07,660.0,660.0,660.0,660.0,0,0,0.0
2013-02-08,660.0,750.0,615.0,660.0,4,0,0.0
2013-02-11,600.0,600.0,525.0,525.0,20,0,0.0
2013-02-12,495.0,555.0,480.0,480.0,25,0,0.0
2013-02-13,480.0,480.0,480.0,480.0,0,0,0.0
2013-02-14,480.0,480.0,480.0,480.0,0,0,0.0
2013-02-15,480.0,480.0,480.0,480.0,0,0,0.0
2013-02-19,600.0,675.0,495.0,615.0,330,0,0.0
2013-02-20,675.0,705.0,570.0,615.0,180,0,0.0
2013-02-21,645.0,645.0,600.0,600.0,18,0,0.0
2013-02-22,585.0,585.0,540.0,540.0,142,0,0.0
2013-02-25,555.0,675.0,540.0,540.0,82,0,0.0
2013-02-26,540.0,540.0,453.0,510.0,106,0,0.0
2013-02-27,510.0,510.0,483.0,483.0,10,0,0.0
2013-02-28,483.0,483.0,480.0,480.0,27,0,0.0
2013-03-01,480.0,495.0,465.0,465.0,124,0,0.0
2013-03-04,510.0,534.0,465.0,495.0,321,0,0.0
2013-03-05,480.0,480.0,480.0,480.0,73,0,0.0
2013-03-06,474.0,474.0,453.0,453.0,25,0,0.0
2013-03-07,456.0,471.0,447.0,471.0,97,0,0.0
2013-03-08,465.0,465.0,447.0,447.0,15,0,0.0
2013-03-11,450.0,465.0,420.0,447.0,18,0,0.0
2013-03-12,447.0,450.0,420.0,435.0,16,0,0.0
2013-03-13,420.0,420.0,378.0,378.0,37,0,0.0
2013-03-14,417.0,510.0,417.0,450.0,278,0,0.0
2013-03-15,480.0,492.0,456.0,477.0,29,0,0.0
2013-03-18,480.0,480.0,450.0,474.0,83,0,0.0
2013-03-19,474.0,474.0,450.0,465.0,25,0,0.0
2013-03-20,450.0,450.0,435.0,435.0,13,0,0.0
2013-03-21,435.0,435.0,405.0,405.0,16,0,0.0
2013-03-22,426.0,426.0,420.0,420.0,18,0,0.0
2013-03-25,405.0,435.0,381.0,435.0,59,0,0.0
2013-03-26,435.0,450.0,420.0,429.0,30,0,0.0
2013-03-27,405.0,420.0,378.0,384.0,39,0,0.0
2013-03-28,405.0,435.0,387.0,420.0,148,0,0.0
2013-04-01,420.0,420.0,420.0,420.0,2,0,0.0
2013-04-02,387.0,420.0,300.0,375.0,271,0,0.0
2013-04-03,375.0,390.0,345.0,390.0,33,0,0.0
2013-04-04,399.0,405.0,363.0,405.0,22,0,0.0
2013-04-05,363.0,405.0,360.0,405.0,121,0,0.0
2013-04-08,405.0,405.0,306.0,306.0,19,0,0.0
2013-04-09,372.0,372.0,339.0,354.0,31,0,0.0
2013-04-10,360.0,369.0,354.0,369.0,64,0,0.0
2013-04-11,369.0,369.0,354.0,369.0,7,0,0.0
2013-04-12,354.0,369.0,315.0,360.0,200,0,0.0
2013-04-15,345.0,366.0,345.0,345.0,6,0,0.0
2013-04-16,333.0,369.0,315.0,360.0,65,0,0.0
2013-04-17,330.0,363.0,330.0,360.0,82,0,0.0
2013-04-18,336.0,360.0,336.0,360.0,34,0,0.0
2013-04-19,360.0,375.0,318.0,375.0,301,0,0.0
2013-04-22,330.0,354.0,330.0,354.0,6,0,0.0
