Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",453745,2021-09-29,0.0489,10163888,FMAO
Manufacturers Life Insurance Co.,377693,2021-09-29,0.0407,8460323,FMAO
Fourthstone LLC,266791,2021-09-29,0.0287,5976118,FMAO
Millennium Management LLC,99172,2021-09-29,0.010700000000000001,2221452,FMAO
"Siena Capital Management, LLC",97593,2021-09-29,0.0105,2186083,FMAO
"F3logic, LLC",92727,2021-09-29,0.01,2077084,FMAO
"Geode Capital Management, LLC",87351,2021-09-29,0.009399999999999999,1956662,FMAO
Dimensional Fund Advisors LP,70653,2021-09-29,0.0076,1582627,FMAO
Blackrock Inc.,63601,2021-09-29,0.0068000000000000005,1424662,FMAO
"Renaissance Technologies, LLC",60581,2021-09-29,0.006500000000000001,1357014,FMAO
