Holder,Shares,Date Reported,% Out,Value,ABV
Jupiter Asset Management Limited,8624551,2021-09-29,0.0571,12936826,AXU
Van Eck Associates Corporation,8117359,2021-09-29,0.0538,12176038,AXU
Invesco Ltd.,5950748,2021-09-29,0.0394,8926122,AXU
"FMR, LLC",5000000,2021-09-29,0.0331,7500000,AXU
"ETF Managers Group, LLC",4343597,2021-09-29,0.0288,6515395,AXU
"Mirae Asset Global Investments Co., Ltd.",2842755,2021-09-29,0.018799999999999997,4264132,AXU
"Susquehanna International Group, LLP",1221932,2021-09-29,0.008100000000000001,1832898,AXU
"Private Advisor Group, LLC",739210,2021-09-29,0.0049,1108815,AXU
Credit Suisse AG,550000,2021-09-29,0.0036,825000,AXU
"Dz Bank Ag Deutsche Zentral Genossenschafts Bank, Frankfurt Am Main",527200,2021-09-29,0.0034999999999999996,790800,AXU
