Holder,Shares,Date Reported,% Out,Value,ABV
Millennium Management LLC,190250,2021-09-29,0.0076,1934842,ALTUU
"Wealthspring Capital ,LLC",96208,2021-09-29,0.0038,978435,ALTUU
"Kamunting Street Capital Management, L.P.",75000,2021-09-29,0.003,762750,ALTUU
HRT Financial LLC,63721,2021-09-29,0.0025,648042,ALTUU
Commonwealth Of Pennsylvania Public School Empls Retrmt Sys,50000,2021-09-29,0.002,508500,ALTUU
"Sage Mountain Advisors, LLC",43721,2021-09-29,0.0017000000000000001,444642,ALTUU
Wolverine Trading LLC,19048,2021-09-29,0.0008,193718,ALTUU
Glazer Capital LLC,16783,2021-09-29,0.0007000000000000001,170683,ALTUU
Virtu Financial LLC,14134,2021-09-29,0.0006,143742,ALTUU
Citadel Advisors LLC,13223,2021-09-29,0.0005,134477,ALTUU
