Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,10147818,2021-09-29,0.106,87169756,ACCO
"Vanguard Group, Inc. (The)",8489561,2021-09-29,0.08869999999999999,72925328,ACCO
Dimensional Fund Advisors LP,7457653,2021-09-29,0.0779,64061239,ACCO
"Wellington Management Group, LLP",5779444,2021-09-29,0.0604,49645423,ACCO
Wells Fargo & Company,4661182,2021-09-29,0.0487,40039553,ACCO
"Allspring Global Investments Holdings, LLC",4648617,2021-12-30,0.048600000000000004,38397576,ACCO
Lsv Asset Management,3617200,2021-12-30,0.0378,29878072,ACCO
Royal Bank of Canada,3180617,2021-09-29,0.0332,27321500,ACCO
Invesco Ltd.,2949537,2021-09-29,0.0308,25336522,ACCO
Boston Partners,2699455,2021-09-29,0.0282,23188318,ACCO
