Holder,Shares,Date Reported,% Out,Value,ABV
"Cooperman, Leon G.",2125572,2021-09-29,0.0706,9373772,FCRD
"Rivernorth Capital Management, Llc",2013905,2021-09-29,0.0669,8881321,FCRD
Fiera Capital Corporation,1535191,2021-12-30,0.051,6862303,FCRD
Skandinaviska Enskilda Banken AB publ,909584,2021-09-29,0.0302,4011265,FCRD
"Franklin Resources, Inc.",708880,2021-09-29,0.0235,3126160,FCRD
"Pettinga Financial Advisors, LLC",540601,2021-12-30,0.018000000000000002,2416486,FCRD
"Fort Washington Investment Advisors, Inc.",346948,2021-12-30,0.0115,1550857,FCRD
Mackenzie Financial Corporation,310339,2021-09-29,0.0103,1368594,FCRD
Morgan Stanley,254467,2021-09-29,0.0085,1122199,FCRD
"United Capital Financial Advisers, LLC",208791,2021-09-29,0.0069,920768,FCRD
