Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8807328,2021-09-29,0.1225,83053103,MRSN
Avoro Capital Advisors LLC,6800000,2021-09-29,0.0946,64124000,MRSN
"Wellington Management Group, LLP",6007375,2021-09-29,0.08349999999999999,56649546,MRSN
"Sarissa Capital Management, LP",4299297,2021-09-29,0.059800000000000006,40542370,MRSN
Bellevue Group AG,4261000,2021-09-29,0.0593,40181230,MRSN
State Street Corporation,4090196,2021-09-29,0.056900000000000006,38570548,MRSN
"Bain Capital Life Sciences Investors, LLC",3695667,2021-09-29,0.051399999999999994,34850139,MRSN
"Vanguard Group, Inc. (The)",3681594,2021-09-29,0.0512,34717431,MRSN
"Rock Springs Capital Management, LP",3020702,2021-09-29,0.042,28485219,MRSN
Orbimed Advisors LLC.,2888847,2021-09-29,0.04019999999999999,27241827,MRSN
